  150.0000000000  130.0000000000   30.0000000000
  135.0000000000  130.0000000000   60.0000000000
  135.0000000000  170.0000000000   60.0000000000
  150.0000000000  170.0000000000   30.0000000000

  150.0000000000  130.0000000000   30.0000000000
  165.0000000000  130.0000000000   60.0000000000
  165.0000000000  170.0000000000   60.0000000000
  150.0000000000  170.0000000000   30.0000000000

  150.0000000000  130.0000000000   30.0000000000
  165.0000000000  130.0000000000    0.0000000000
  165.0000000000  170.0000000000    0.0000000000
  150.0000000000  170.0000000000   30.0000000000

  150.0000000000  130.0000000000   30.0000000000
  135.0000000000  130.0000000000    0.0000000000
  135.0000000000  170.0000000000    0.0000000000
  150.0000000000  170.0000000000   30.0000000000

  150.0000000000  130.0000000000   30.0000000000
  135.0000000000  130.0000000000   60.0000000000
  135.0000000000  170.0000000000   60.0000000000
  150.0000000000  170.0000000000   30.0000000000

