  155.0000000000  104.0000000000    3.0000000000
  159.0000000000  104.0000000000    3.0000000000
  159.0000000000  104.0000000000    7.0000000000
  155.0000000000  104.0000000000    7.0000000000

  155.0000000000  104.0000000000    3.0000000000
  157.0000000000  107.4640000000    3.0000000000
  157.0000000000  107.4640000000    7.0000000000
  155.0000000000  104.0000000000    7.0000000000

  155.0000000000  104.0000000000    3.0000000000
  153.0000000000  107.4640000000    3.0000000000
  153.0000000000  107.4640000000    7.0000000000
  155.0000000000  104.0000000000    7.0000000000

  155.0000000000  104.0000000000    3.0000000000
  151.0000000000  104.0000000000    3.0000000000
  151.0000000000  104.0000000000    7.0000000000
  155.0000000000  104.0000000000    7.0000000000

  155.0000000000  104.0000000000    3.0000000000
  153.0000000000  100.5360000000    3.0000000000
  153.0000000000  100.5360000000    7.0000000000
  155.0000000000  104.0000000000    7.0000000000

  155.0000000000  104.0000000000    3.0000000000
  157.0000000000  100.5360000000    3.0000000000
  157.0000000000  100.5360000000    7.0000000000
  155.0000000000  104.0000000000    7.0000000000

  155.0000000000  104.0000000000    3.0000000000
  159.0000000000  104.0000000000    3.0000000000
  159.0000000000  104.0000000000    7.0000000000
  155.0000000000  104.0000000000    7.0000000000

