   50.0000000000  125.0000000000    5.0000000000
   75.0000000000  125.0000000000   10.0000000000
   75.0000000000  175.0000000000   10.0000000000
   50.0000000000  175.0000000000    5.0000000000

   50.0000000000  125.0000000000    5.0000000000
   75.0000000000  125.0000000000   10.0000000000
   75.0000000000  175.0000000000   10.0000000000
   50.0000000000  175.0000000000    5.0000000000

   50.0000000000  125.0000000000    5.0000000000
   75.0000000000  125.0000000000    0.0000000000
   75.0000000000  175.0000000000    0.0000000000
   50.0000000000  175.0000000000    5.0000000000

   50.0000000000  125.0000000000    5.0000000000
   25.0000000000  125.0000000000    0.0000000000
   25.0000000000  175.0000000000    0.0000000000
   50.0000000000  175.0000000000    5.0000000000

   50.0000000000  125.0000000000    5.0000000000
   75.0000000000  125.0000000000   10.0000000000
   75.0000000000  175.0000000000   10.0000000000
   50.0000000000  175.0000000000    5.0000000000

