   70.0000000000   37.5000000000    5.0000000000
   70.0000000000   50.0000000000   10.0000000000
   70.0000000000   50.0000000000   10.0000000000
   70.0000000000   62.5000000000    5.0000000000

   70.0000000000   37.5000000000    5.0000000000
   70.0000000000   50.0000000000   10.0000000000
   70.0000000000   50.0000000000   10.0000000000
   70.0000000000   62.5000000000    5.0000000000

   70.0000000000   37.5000000000    5.0000000000
   95.0000000000   25.0000000000    0.0000000000
   95.0000000000   75.0000000000    0.0000000000
   70.0000000000   62.5000000000    5.0000000000

   70.0000000000   37.5000000000    5.0000000000
   45.0000000000   25.0000000000    0.0000000000
   45.0000000000   75.0000000000    0.0000000000
   70.0000000000   62.5000000000    5.0000000000

   70.0000000000   37.5000000000    5.0000000000
   70.0000000000   50.0000000000   10.0000000000
   70.0000000000   50.0000000000   10.0000000000
   70.0000000000   62.5000000000    5.0000000000

